reshuffle_final,reshuffle_mdd,bootstrap_final,bootstrap_mdd,block_final,block_mdd
63825.930775271176,-0.006263980702776117,79295.06941508921,-0.007059273389634302,67509.90224421395,-0.010488791733982428
63825.93077527144,-0.006283285053407028,68825.9699808091,-0.006650933574815832,57480.00314360025,-0.014507814340829261
63825.9307752714,-0.008234801046547613,53999.22168687833,-0.006440825415684914,49162.63511378791,-0.011490851477887754
63825.93077527143,-0.008765538970549436,70674.86224835053,-0.009332620847014694,56503.71992665611,-0.016044733406033518
63825.93077527154,-0.00668838130809013,68087.01450802741,-0.006068904170734246,45057.908424616886,-0.014849340576481684
63825.93077527138,-0.00752088171160914,54264.73093981639,-0.01171810019177777,55785.809188314975,-0.01612614101048382
63825.930775271074,-0.006040794703030428,62494.053386382315,-0.008862147409783638,70112.26276069849,-0.018797211567805117
63825.930775271336,-0.006958237500395592,63286.95331743379,-0.0076676802481444595,61958.08569859265,-0.011796610882016001
63825.93077527174,-0.007684618608945204,60485.55713902699,-0.010568837304461898,58831.16121905125,-0.012352900224346985
63825.930775271314,-0.008591125162785596,67446.77651306674,-0.007429426232359426,64733.06252887178,-0.014587384283466842
63825.93077527136,-0.007587100870317776,56371.59432881441,-0.007342765438484666,49257.88878714405,-0.011796610882015779
63825.93077527121,-0.009024124959097879,70915.59491635818,-0.007644575109491347,61730.63529837798,-0.011381134961136241
63825.93077527082,-0.00859167715535003,62759.55090138257,-0.009410875335319036,76762.84802228094,-0.01273157536502545
63825.9307752711,-0.007369095159825534,62532.32504920115,-0.006861277159605272,56734.47892502518,-0.013709937100215952
63825.93077527134,-0.009008329820390903,60647.80897751538,-0.008714008173241417,65017.668204573936,-0.016419496518454868
63825.93077527127,-0.0066811115396586684,69399.29430959752,-0.006486452929307496,70831.49207264606,-0.013729155598289688
63825.930775271365,-0.006197432123987601,70687.59948001843,-0.007521189564438147,73436.45534549463,-0.01179661088201589
